hash_,rating,position,name,club,league,country,skillboost
335,98,CB,Rüdiger,Chelsea,"England Premier League",Germany,HOLDING
336,98,RW,Müller,"Bayern München","Germany 1. Bundesliga",Germany,ATTACKING
337,98,CM,Sensi,Inter,"Italy Serie A",Italy,COUNTER
338,98,GK,Nübel,"Bayern München","Germany 1. Bundesliga",Germany,DIVING
339,98,ST,Rebić,Milan,"Italy Serie A",Croatia,SECONDSTRIKER
340,98,LB,Robinson,"Wigan Athletic","England Championship","United States",BALANCED
341,98,RM,Willian,Arsenal,"England Premier League",Brazil,COUNTER
342,98,LM,Coman,"Bayern München","Germany 1. Bundesliga",France,LONGSHOTS
343,98,ST,"Diego Costa","Atlético de Madrid","Spain Primera División",Spain,FINISHING
344,98,CM,Savanier,"Montpellier HSC","France Ligue 1",France,CAPTAIN
345,98,CDM,Šunjić,"Birmingham City","England Championship",Croatia,DESTROYER
346,98,GK,Casillas,"FC Porto","Portugal Primeira Liga",Spain,NUMBER1
347,98,CB,Hegazi,"West Bromwich Albion","England Championship",Egypt,TACKLING
348,98,ST,Gameiro,"Valencia CF","Spain Primera División",France,SHOOTING
349,98,ST,Morata,"Atlético de Madrid","Spain Primera División",Spain,FINISHING
350,98,CB,"Diego Llorente","Leeds United","England Premier League",Spain,MARKING
351,98,ST,Pizarro,"Werder Bremen","Germany 1. Bundesliga",Peru,ACCELERATION
352,98,CAM,Zidane,"Real Madrid","Spain Primera División",France,COUNTER
353,98,CM,Parejo,"Valencia CF","Spain Primera División",Spain,LONGPASSING
354,98,CM,Delaney,"Borussia Dortmund","Germany 1. Bundesliga",Denmark,BOXTOBOX
355,98,LW,Aubameyang,Arsenal,"England Premier League",Gabon,ATTACKING
356,98,ST,"de Jong","Sevilla FC","Spain Primera División",Netherlands,TARGETMAN
357,98,CDM,"de Jong","FC Barcelona","Spain Primera División",Netherlands,PASSING
358,98,CDM,Šunjić,"Birmingham City","England Championship",Croatia,DESTROYER
359,98,ST,Shearer,"Newcastle United","England Premier League",England,SECONDSTRIKER
360,98,CB,Hegazi,"West Bromwich Albion","England Championship",Egypt,TACKLING
361,98,CDM,Dendoncker,"Wolverhampton Wanderers","England Premier League",Belgium,DESTROYER
362,98,LW,Carrasco,"Atlético de Madrid","Spain Primera División",Belgium,DRIBBLING
363,98,LM,Coman,"Bayern München","Germany 1. Bundesliga",France,LONGSHOTS
364,98,ST,Morata,"Atlético de Madrid","Spain Primera División",Spain,FINISHING
365,98,ST,Iličić,Atalanta,"Italy Serie A",Slovenia,ACCELERATION
366,98,RB,Coleman,Everton,"England Premier League","Republic of Ireland",DEFENDING
367,98,RW,"Luís Figo","Real Madrid","Spain Primera División",Portugal,ATTACKING
368,98,LB,Hernández,Milan,"Italy Serie A",France,DEFENDING
369,98,ST,"C. Ronaldo","Piemonte Calcio","Italy Serie A",Portugal,ATTACKING
370,98,LW,Mané,Liverpool,"England Premier League",Senegal,SHOOTING
371,98,RM,Sancho,"Borussia Dortmund","Germany 1. Bundesliga",England,SECONDSTRIKER
372,98,CAM,Vidal,"FC Barcelona","Spain Primera División",Chile,COUNTER
373,98,CB,Gabriel,"LOSC Lille","France Ligue 1",Brazil,HOLDING
374,98,CB,Piqué,"FC Barcelona","Spain Primera División",Spain,MARKING
375,98,CDM,Guardiola,"FC Barcelona","Spain Primera División",Spain,LONGPASSING
376,98,RW,"José Callejón",Napoli,"Italy Serie A",Spain,ATTACKING
377,98,CB,Godín,Inter,"Italy Serie A",Uruguay,STOPPER
378,98,LB,"Aarón Martín","1. FSV Mainz 05","Germany 1. Bundesliga",Spain,DEFENDING
379,98,GK,Sommer,"Borussia M gladbach","Germany 1. Bundesliga",Switzerland,REFLEXES
380,98,CB,Bastoni,Inter,"Italy Serie A",Italy,MARKING
381,98,LW,Coutinho,"Bayern München","Germany 1. Bundesliga",Brazil,ATTACKING
382,98,LM,Sancho,"Borussia Dortmund","Germany 1. Bundesliga",England,ATTACKING
383,98,CDM,Soumaré,"LOSC Lille","France Ligue 1",France,LONGPASSING
384,98,GK,Gulácsi,"RB Leipzig","Germany 1. Bundesliga",Hungary,NUMBER1
385,98,RM,Salah,Liverpool,"England Premier League",Egypt,COUNTER
386,98,ST,Aduriz,"Athletic Club de Bilbao","Spain Primera División",Spain,TARGETMAN
387,98,CDM,Casemiro,"Real Madrid","Spain Primera División",Brazil,LONGPASSING
388,98,RW,Lozano,Napoli,"Italy Serie A",Mexico,ACCELERATION
389,98,CB,Koeman,"FC Barcelona","Spain Primera División",Netherlands,HOLDING
390,98,RW,Müller,"Bayern München","Germany 1. Bundesliga",Germany,ATTACKING
391,98,CM,Sensi,Inter,"Italy Serie A",Italy,COUNTER
392,98,GK,Alisson,Liverpool,"England Premier League",Brazil,NUMBER1
393,98,LM,Rashford,"Manchester United","England Premier League",England,LONGSHOTS
394,98,ST,"Diego Costa","Atlético de Madrid","Spain Primera División",Spain,FINISHING
395,98,CM,Gullit,Milan,"Italy Serie A",Netherlands,CAPTAIN
396,98,CB,"Thiago Silva","Paris Saint-Germain","France Ligue 1",Brazil,HOLDING
397,98,CAM,Depay,"Olympique Lyonnais","France Ligue 1",Netherlands,LONGSHOTS
398,98,CAM,"Dani Olmo","RB Leipzig","Germany 1. Bundesliga",Spain,COUNTER
399,98,RM,Salah,Liverpool,"England Premier League",Egypt,COUNTER
400,98,CAM,"Dani Olmo","RB Leipzig","Germany 1. Bundesliga",Spain,COUNTER
401,98,ST,Suárez,"FC Barcelona","Spain Primera División",Uruguay,SECONDSTRIKER
402,98,RW,Lozano,Napoli,"Italy Serie A",Mexico,ACCELERATION
403,98,CDM,Casemiro,"Real Madrid","Spain Primera División",Brazil,LONGPASSING
404,98,ST,Osimhen,"LOSC Lille","France Ligue 1",Nigeria,FINISHING
405,97,CB,Bheke,"Bengaluru FC","Indian Super League",India,HOLDING
406,97,RM,Sarr,Watford,"England Premier League",Senegal,SHOTPOWER
407,97,LM,Brahim,Milan,"Italy Serie A",Spain,SHOTPOWER
408,97,ST,Sargent,"Werder Bremen","Germany 1. Bundesliga","United States",SECONDSTRIKER
409,97,RM,Bale,"Real Madrid","Spain Primera División",Wales,COUNTER
410,97,CAM,Golovin,"AS Monaco","France Ligue 1",Russia,FINISHING
411,97,RW,Messi,"FC Barcelona","Spain Primera División",Argentina,ATTACKING
412,97,CB,"N Dicka","Eintracht Frankfurt","Germany 1. Bundesliga",France,MARKING
413,97,CM,Doucouré,Everton,"England Premier League",France,COUNTER
414,97,GK,"Van Crombrugge",Anderlecht,"Belgium Pro League",Belgium,REFLEXES
415,97,ST,Antonio,"West Ham United","England Premier League",England,ACCELERATION
416,97,LM,Taison,"Shakhtar Donetsk","Rest of W",Brazil,FREEKICK
417,97,RB,Carvajal,"Real Madrid","Spain Primera División",Spain,DEFENDING
418,97,ST,Macías,Guadalajara,"Mexico Liga MX",Mexico,SECONDSTRIKER
419,97,ST,Pelé,"Müller Iceon United",,Brazil,SECONDSTRIKER
420,97,CM,Aebischer,"BSC Young Boys","Switzerland Super League",Switzerland,CAPTAIN
421,97,CAM,Maradona,Napoli,"Italy Serie A",Argentina,FREEKICK
422,97,ST,Immobile,Lazio,"Italy Serie A",Italy,SECONDSTRIKER
423,97,RW,Chiesa,Fiorentina,"Italy Serie A",Italy,DRIBBLING
424,97,CB,Kjær,Milan,"Italy Serie A",Denmark,MARKING
425,97,CAM,Cruyff,Ajax,"Holland Eredivisie",Netherlands,COUNTER
426,97,LB,Hernández,Milan,"Italy Serie A",France,BALANCED
427,97,RW,"David Neres",Ajax,"Holland Eredivisie",Brazil,ATTACKING
428,97,CB,Süle,"Bayern München","Germany 1. Bundesliga",Germany,MARKING
429,97,CM,Saúl,"Atlético de Madrid","Spain Primera División",Spain,BOXTOBOX
430,97,CAM,Coutinho,"Bayern München","Germany 1. Bundesliga",Brazil,FREEKICK
431,97,ST,Agüero,"Manchester City","England Premier League",Argentina,SHOOTING
432,97,CB,Hutchinson,Millwall,"England Championship",England,HOLDING
433,97,GK,Cháves,"Argentinos Juniors","Argentina Primera División",Argentina,NUMBER1
434,97,RM,"Gelson Martins","AS Monaco","France Ligue 1",Portugal,LONGSHOTS
435,97,GK,Szczęsny,"Piemonte Calcio","Italy Serie A",Poland,NUMBER1
436,97,ST,Edouard,Celtic,"Scotland Premiership",France,FINISHING
437,97,CB,Mings,"Aston Villa","England Premier League",England,MARKING
438,97,ST,Marega,"FC Porto","Portugal Primeira Liga",Mali,SECONDSTRIKER
439,97,LB,Robertson,Liverpool,"England Premier League",Scotland,MARKING
440,97,ST,"Ben Yedder","AS Monaco","France Ligue 1",France,LONGSHOTS
441,97,RB,Carvajal,"Real Madrid","Spain Primera División",Spain,MARKING
442,97,CAM,Coutinho,"Bayern München","Germany 1. Bundesliga",Brazil,FREEKICK
443,97,CDM,Kimmich,"Bayern München","Germany 1. Bundesliga",Germany,HOLDING
444,97,ST,Agüero,"Manchester City","England Premier League",Argentina,SHOOTING
445,97,RW,"Al Dawsari","Al Hilal","Saudi Pro League","Saudi Arabia",ATTACKING
446,97,CM,Tufan,Fenerbahçe,"Turkey Süper Lig",Turkey,BOXTOBOX
447,97,CB,Stark,"Hertha BSC","Germany 1. Bundesliga",Germany,HOLDING
448,97,LW,Bülter,"1. FC Union Berlin","Germany 1. Bundesliga",Germany,ATTACKING
449,97,CM,Zidane,"Real Madrid","Spain Primera División",France,CAPTAIN
450,97,CAM,Brandt,"Borussia Dortmund","Germany 1. Bundesliga",Germany,LONGSHOTS
451,97,CM,Banega,"Sevilla FC","Spain Primera División",Argentina,BOXTOBOX
452,97,RM,James,"Manchester United","England Premier League",Wales,LONGSHOTS
453,97,GK,Sommer,"Borussia M gladbach","Germany 1. Bundesliga",Switzerland,NUMBER1
454,97,CDM,Skhiri,"1. FC Köln","Germany 1. Bundesliga",Tunisia,DESTROYER
455,97,ST,"Iago Aspas","RC Celta de Vigo","Spain Primera División",Spain,FINISHING
456,97,CAM,"Pedro Neto","Wolverhampton Wanderers","England Premier League",Portugal,COUNTER
457,97,CB,Hummels,"Borussia Dortmund","Germany 1. Bundesliga",Germany,MARKING
458,97,LM,Barnes,"Leicester City","England Premier League",England,BALLCONTROL
459,97,CB,Maldini,Milan,"Italy Serie A",Italy,AGGRESSION
460,97,CB,McKenna,Aberdeen,"Scotland Premiership",Scotland,HOLDING
461,97,RB,Mazraoui,Ajax,"Holland Eredivisie",Morocco,CROSSING
462,97,ST,"Lee Dong Gook","Jeonbuk Hyundai Motors","Korea K-League 1","Korea Republic",SECONDSTRIKER
463,97,CM,Montes,León,"Mexico Liga MX",Mexico,CAPTAIN
464,97,ST,Ronaldo,"Real Madrid","Spain Primera División",Brazil,ACCELERATION
465,97,ST,Wondolowski,"San Jose Earthquakes","USA Major League Soccer","United States",SECONDSTRIKER
466,97,LM,Guerreiro,"Borussia Dortmund","Germany 1. Bundesliga",Portugal,LONGSHOTS
467,97,ST,Rush,Liverpool,"England Premier League",Wales,FINISHING
468,97,ST,Huntelaar,Ajax,"Holland Eredivisie",Netherlands,ACCELERATION
469,97,CAM,"Pedro Neto","Wolverhampton Wanderers","England Premier League",Portugal,COUNTER
470,97,RW,Hestad,"Molde FK","Norway Eliteserien",Norway,ATTACKING
471,97,RM,Sarr,Watford,"England Premier League",Senegal,SHOTPOWER
472,97,LM,Barnes,"Leicester City","England Premier League",England,BALLCONTROL
473,97,LM,Biraghi,Inter,"Italy Serie A",Italy,BALLCONTROL
474,97,CB,Mandi,"Real Betis Balompié","Spain Primera División",Algeria,STOPPER
475,97,RB,Alexander-Arnold,Liverpool,"England Premier League",England,REACTIONS
476,97,CM,"João Moutinho","Wolverhampton Wanderers","England Premier League",Portugal,CAPTAIN
477,97,CAM,Szoboszlai,"RB Salzburg","Austria Bundesliga",Hungary,LONGSHOTS
478,97,CAM,Golovin,"AS Monaco","France Ligue 1",Russia,FINISHING
479,97,RW,Best,"Manchester United","England Premier League","Northern Ireland",ATTACKING
480,97,RB,Mazraoui,Ajax,"Holland Eredivisie",Morocco,CROSSING
481,97,CB,Abdelhamid,"Stade de Reims","France Ligue 1",Morocco,PHYSICAL
482,97,ST,Eusébio,"SL Benfica","Portugal Primeira Liga",Portugal,FINISHING
483,97,ST,Abraham,Chelsea,"England Premier League",England,ACCELERATION
484,97,CB,Wilkinson,"Sydney FC","Australia A-League",Australia,MARKING
485,97,ST,Petersen,"SC Freiburg","Germany 1. Bundesliga",Germany,SHOOTING
486,97,CB,Palomino,Atalanta,"Italy Serie A",Argentina,HOLDING
487,96,RB,Kehrer,"Paris Saint-Germain","France Ligue 1",Germany,AGGRESSION
488,96,ST,"Hwang Hee Chan","RB Leipzig","Germany 1. Bundesliga","Korea Republic",SHOTPOWER
489,96,LW,Lewis,"Colorado Rapids","USA Major League Soccer","United States",SHOTPOWER
490,96,CM,Vidal,"FC Barcelona","Spain Primera División",Chile,CAPTAIN
491,96,CDM,Pulgar,Fiorentina,"Italy Serie A",Chile,AGGRESSION
492,96,RB,Florenzi,"Paris Saint-Germain","France Ligue 1",Italy,REACTIONS
493,96,ST,Mbappé,"Paris Saint-Germain","France Ligue 1",France,FINISHING
494,96,CDM,Tchouaméni,"AS Monaco","France Ligue 1",France,INTERCEPTIONS
495,96,CAM,"De Bruyne","Manchester City","England Premier League",Belgium,LONGSHOTS
496,96,RW,Choupo-Moting,"Paris Saint-Germain","France Ligue 1",Cameroon,SHOTPOWER
497,96,ST,Wilson,"Newcastle United","England Premier League",England,ATTACKING
498,96,CDM,Partey,"Atlético de Madrid","Spain Primera División",Ghana,DESTROYER
499,96,CB,"van Dijk",Liverpool,"England Premier League",Netherlands,MARKING
500,96,CAM,Fekir,"Real Betis Balompié","Spain Primera División",France,FREEKICK
501,96,LW,Bailey,"Bayer 04 Leverkusen","Germany 1. Bundesliga",Jamaica,ATTACKING
502,96,GK,"ter Stegen","FC Barcelona","Spain Primera División",Germany,NUMBER1
503,96,ST,Havertz,"Bayer 04 Leverkusen","Germany 1. Bundesliga",Germany,FINISHING
504,96,CAM,Quintero,Núñez,"Argentina Primera División",Colombia,COUNTER
505,96,CM,Schweinsteiger,"Chicago Fire","USA Major League Soccer",Germany,CAPTAIN
506,96,CDM,Fernando,"Sevilla FC","Spain Primera División",Brazil,INTERCEPTIONS
507,96,CDM,"Bruno Guimarães","Olympique Lyonnais","France Ligue 1",Brazil,INTERCEPTIONS
508,96,GK,Howard,"Colorado Rapids","USA Major League Soccer","United States",NUMBER1
509,96,ST,Hernández,"Los Angeles Galaxy","USA Major League Soccer",Mexico,SHOOTING
510,96,CM,Vidal,"FC Barcelona","Spain Primera División",Chile,CAPTAIN
511,96,CAM,"Bruno Fernandes","Manchester United","England Premier League",Portugal,LONGSHOTS
512,96,CM,Schweinsteiger,"Chicago Fire","USA Major League Soccer",Germany,CAPTAIN
513,96,RW,Choupo-Moting,"Paris Saint-Germain","France Ligue 1",Cameroon,SHOTPOWER
514,96,CM,Can,"Borussia Dortmund","Germany 1. Bundesliga",Germany,BOXTOBOX
515,96,CAM,Quintero,Núñez,"Argentina Primera División",Colombia,COUNTER
516,96,LW,Bailey,"Bayer 04 Leverkusen","Germany 1. Bundesliga",Jamaica,ATTACKING
517,96,LM,Gosens,Atalanta,"Italy Serie A",Germany,LONGSHOTS
518,96,RM,Doherty,"Wolverhampton Wanderers","England Premier League","Republic of Ireland",COUNTER
519,96,CF,Dybala,"Piemonte Calcio","Italy Serie A",Argentina,SECONDSTRIKER
520,96,CDM,Fernando,"Sevilla FC","Spain Primera División",Brazil,INTERCEPTIONS
521,96,ST,Benzema,"Real Madrid","Spain Primera División",France,SHOTPOWER
522,96,RW,"Di María","Paris Saint-Germain","France Ligue 1",Argentina,FINISHING
523,96,LW,"C. Ronaldo","Piemonte Calcio","Italy Serie A",Portugal,DRIBBLING
524,96,CAM,Gómez,Atalanta,"Italy Serie A",Argentina,SECONDSTRIKER
525,96,LM,Ndiaye,"Getafe CF","Spain Primera División",Senegal,COUNTER
526,96,GK,Sommer,"Borussia M gladbach","Germany 1. Bundesliga",Switzerland,DIVING
527,96,CF,Reus,"Borussia Dortmund","Germany 1. Bundesliga",Germany,SECONDSTRIKER
528,96,RB,"Ricardo Pereira","Leicester City","England Premier League",Portugal,REACTIONS
529,96,CDM,Brozović,Inter,"Italy Serie A",Croatia,DESTROYER
530,96,CM,Serdar,"FC Schalke 04","Germany 1. Bundesliga",Germany,CAPTAIN
531,96,ST,Dembélé,"Olympique Lyonnais","France Ligue 1",France,SECONDSTRIKER
532,96,RW,Messi,"FC Barcelona","Spain Primera División",Argentina,AGILITY
533,96,LM,"Felipe Anderson","West Ham United","England Premier League",Brazil,LONGSHOTS
534,96,RW,Messi,"FC Barcelona","Spain Primera División",Argentina,SPEED
535,96,CM,"David Silva","Manchester City","England Premier League",Spain,CAPTAIN
536,96,CB,Milenković,Fiorentina,"Italy Serie A",Serbia,AGGRESSION
537,96,RW,Gnabry,"Bayern München","Germany 1. Bundesliga",Germany,SHOTPOWER
538,96,CM,Lopez,"Olympique de Marseille","France Ligue 1",France,LONGPASSING
539,96,CM,Sabitzer,"RB Leipzig","Germany 1. Bundesliga",Austria,BOXTOBOX
540,96,LW,"C. Ronaldo","Piemonte Calcio","Italy Serie A",Portugal,DRIBBLING
541,96,LM,Bouanga,"AS Saint-Étienne","France Ligue 1",Gabon,SHOTPOWER
542,96,RW,Skov,"TSG 1899 Hoffenheim","Germany 1. Bundesliga",Denmark,SHOOTING
543,96,LM,Paulinho,"Bayer 04 Leverkusen","Germany 1. Bundesliga",Brazil,COUNTER
544,96,ST,Lasagna,Udinese,"Italy Serie A",Italy,SECONDSTRIKER
545,96,CB,"Nacho Fernández","Real Madrid","Spain Primera División",Spain,HOLDING
546,96,CAM,Vlašić,"CSKA Moskva","Rest of W",Croatia,COUNTER
547,96,CF,Reus,"Borussia Dortmund","Germany 1. Bundesliga",Germany,SECONDSTRIKER
548,96,CM,Serdar,"FC Schalke 04","Germany 1. Bundesliga",Germany,CAPTAIN
549,96,GK,Pope,Burnley,"England Premier League",England,NUMBER1
550,96,CB,Milenković,Fiorentina,"Italy Serie A",Serbia,AGGRESSION
551,96,CDM,Jorginho,Chelsea,"England Premier League",Italy,BOXTOBOX
552,96,RB,Kehrer,"Paris Saint-Germain","France Ligue 1",Germany,AGGRESSION
553,96,ST,Larsson,Celtic,"Scotland Premiership",Sweden,SECONDSTRIKER
554,96,CM,Lopez,"Olympique de Marseille","France Ligue 1",France,LONGPASSING
555,96,ST,Aubameyang,Arsenal,"England Premier League",Gabon,FINISHING
556,96,ST,Agüero,"Manchester City","England Premier League",Argentina,ACCELERATION
557,96,CDM,Pulgar,Fiorentina,"Italy Serie A",Chile,AGGRESSION
558,96,LM,Paulinho,"Bayer 04 Leverkusen","Germany 1. Bundesliga",Brazil,COUNTER
559,96,CM,"Renato Sanches","LOSC Lille","France Ligue 1",Portugal,CAPTAIN
560,96,CF,Slimani,"AS Monaco","France Ligue 1",Algeria,TARGETMAN
561,96,ST,Calvert-Lewin,Everton,"England Premier League",England,FINISHING
562,96,CB,Hinteregger,"Eintracht Frankfurt","Germany 1. Bundesliga",Austria,AGGRESSION
563,95,LB,Williams,"Manchester United","England Premier League",England,PACE
564,95,LM,Mané,Liverpool,"England Premier League",Senegal,LONGSHOTS
565,95,CB,Manolas,Napoli,"Italy Serie A",Greece,AGGRESSION
566,95,GK,Vaclík,"Sevilla FC","Spain Primera División","Czech Republic",DIVING
567,95,CDM,Adams,"RB Leipzig","Germany 1. Bundesliga","United States",DESTROYER
568,95,ST,"Jorge Molina","Granada CF","Spain Segunda División",Spain,SECONDSTRIKER
569,95,GK,"De Gea","Manchester United","England Premier League",Spain,REFLEXES
570,95,GK,Schmeichel,"Leicester City","England Premier League",Denmark,DIVING
571,95,ST,Dolberg,"OGC Nice","France Ligue 1",Denmark,ACCELERATION
572,95,RW,Mbeumo,Brentford,"England Championship",France,SHOTPOWER
573,95,CM,"de Jong","FC Barcelona","Spain Primera División",Netherlands,CAPTAIN
574,95,LM,Pellegrini,Genoa,"Italy Serie A",Italy,SPEED
575,95,GK,Alisson,Liverpool,"England Premier League",Brazil,REFLEXES
576,95,ST,Charles,"SD Eibar","Spain Primera División",Brazil,SHOOTING
577,95,CM,"Santi Cazorla","Villarreal CF","Spain Primera División",Spain,BOXTOBOX
578,95,CB,Matip,Liverpool,"England Premier League",Cameroon,MARKING
579,95,CB,Romagnoli,Milan,"Italy Serie A",Italy,HOLDING
580,95,CM,Kroos,"Real Madrid","Spain Primera División",Germany,CAPTAIN
581,95,RW,Garrincha,"Müller Iceon United",,Brazil,ATTACKING
582,95,ST,Caicedo,Lazio,"Italy Serie A",Ecuador,FINISHING
583,95,CM,Pogba,"Manchester United","England Premier League",France,CAPTAIN
584,95,RW,Daramy,"FC København","Denmark Superliga",Denmark,ATTACKING
585,95,LM,Mané,Liverpool,"England Premier League",Senegal,LONGSHOTS
586,95,CM,Rooney,"Derby County","England Championship",England,CAPTAIN
587,95,ST,Dybala,"Piemonte Calcio","Italy Serie A",Argentina,SECONDSTRIKER
588,95,ST,Toko-Ekambi,"Olympique Lyonnais","France Ligue 1",Cameroon,FINISHING
589,95,GK,Ospina,Napoli,"Italy Serie A",Colombia,DIVING
590,95,LB,Rose,"Newcastle United","England Premier League",England,REACTIONS
591,95,CB,Moore,"West Ham United","England Premier League",England,HOLDING
592,95,ST,"C. Ronaldo","Piemonte Calcio","Italy Serie A",Portugal,SECONDSTRIKER
593,95,GK,Yashin,"Müller Iceon United",,Russia,NUMBER1
594,95,CB,Mina,Everton,"England Premier League",Colombia,AGGRESSION
595,95,LM,Angeliño,"RB Leipzig","Germany 1. Bundesliga",Spain,COUNTER
596,95,CB,Matip,Liverpool,"England Premier League",Cameroon,MARKING
597,95,LW,Bergwijn,"Tottenham Hotspur","England Premier League",Netherlands,ATTACKING
598,95,ST,Caicedo,Lazio,"Italy Serie A",Ecuador,FINISHING
599,95,CB,Acerbi,Lazio,"Italy Serie A",Italy,HOLDING
600,95,CB,Evans,"Leicester City","England Premier League","Northern Ireland",HOLDING
601,95,GK,Handanovič,Inter,"Italy Serie A",Slovenia,REFLEXES
